,Địa chỉ,Khu vực,phường/xã,dự án/số hẻm đường,Khoảng giá phổ biến Min,Giá phổ biến nhất,Khoảng giá phổ biến Max,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Mức giá
149,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Gò Dầu,80,105,277,189.0,1,4,4,15000.0
150,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh.",Quận 2,Thảo Điền,Đường Nguyễn Văn Hưởng,54,236,630,665.0,3,4,4,88000.0
151,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Hòa Thạnh,Đường Lũy Bán Bích,79,152,258,600.0,3,4,4,68000.0
152,"Đường Số 4 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",Quận 3,4,Đường Số 4 Cư xá Đô Thành,167,366,676,26.6,4,3,3,12500.0
153,"Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Phổ Quang,138,281,444,100.0,5,6,6,16500.0
154,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Nguyễn Bỉnh Khiêm,218,453,1060,80.0,3,4,4,475.0
155,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ",41,126,261,96.8,3,4,6,9500.0
156,"Đường Cao Đức Lân, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,Đường Cao Đức Lân,70,232,574,200.0,4,5,4,58000.0
157,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,Đường Lê Thị Riêng,230,833,1792,125.0,3,7,4,30700.0
158,"Đường Ba Vân, Phường 14, Tân Bình, Hồ Chí Minh.",Tân Bình,14,Đường Ba Vân,132,266,381,152.0,4,5,6,24000.0
159,"Dự án Holm Villas Thảo Điền, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,"Dự án Holm Villas Thảo Điền, Đường Nguyễn Văn Hưởng",54,236,630,700.0,3,5,6,220000.0
160,"Đường Bến Vân Đồn, Phường 9, Quận 4, Hồ Chí Minh",Quận 4,9,Đường Bến Vân Đồn,160,202,650,231.0,8,5,6,150000.0
161,"Đường Số 1, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Thủ Đức,Bình Thọ,Đường Số 1,87,153,248,60.0,2,3,2,6200.0
162,"Đường Đồng Khởi, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Quận 1,Bến Nghé,Đường Đồng Khởi,300,1163,2084,150.0,4,5,6,180000.0
163,"Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh",Quận 2,Bình An,Đường Trần Não,140,225,491,88.2,3,4,4,13000.0
164,"Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Mạc Đĩnh Chi,218,453,1060,72.0,4,6,6,15000.0
165,"Đường Hưng Phú, Phường 9, Quận 8, Hồ Chí Minh",Quận 8,9,Đường Hưng Phú,95,139,184,33.0,2,2,2,3800.0
166,"Đường 57, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",Củ Chi,Tân Phú Trung,Đường 57,17,25,42,172.4,3,4,4,4300.0
167,"Phường 6, Quận 6, Hồ Chí Minh",Quận 6,6,0,114,363,557,48.0,3,4,3,5400.0
168,"Đường Số 24, Phường 11, Quận 6, Hồ Chí Minh",Quận 6,11,Đường Số 24,181,219,272,96.0,4,5,7,15500.0
169,"Hẻm 103, Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,"Hẻm 103, Đường Nguyễn Thị Thập",68,236,479,40.0,3,4,4,50.0
170,"Đường Phan Đình Phùng, Phường 2, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,2,Đường Phan Đình Phùng,135,344,586,37.0,3,3,3,5300.0
171,"Đường Đào Duy Anh, Phường 9, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,9,Đường Đào Duy Anh,138,177,362,69.1,3,3,2,8900.0
172,"Dự án An Phú An Khánh, Đường Bùi Tá Hán, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,"Dự án An Phú An Khánh, Đường Bùi Tá Hán",70,232,574,80.0,3,5,4,15500.0
173,"Bình Hòa, 247/3A, Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,13,"Bình Hòa, 247/3A, Đường Bình Lợi",102,139,421,180.0,3,5,5,20000.0
174,"Đường Nguyễn Thị Sáu, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",Hóc Môn,Thới Tam Thôn,Đường Nguyễn Thị Sáu,36,53,144,40.0,1,2,2,1250.0
175,"Đường Nguyễn Trọng Tuyển, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Nguyễn Trọng Tuyển,138,281,444,48.0,4,4,4,13500.0
176,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh.",Quận 1,Đa Kao,Đường Nguyễn Bỉnh Khiêm,218,453,1060,85.0,3,4,4,21000.0
177,"Đường Nguyễn Văn Nghi, Phường 7, Gò Vấp, Hồ Chí Minh",Gò Vấp,7,Đường Nguyễn Văn Nghi,89,119,289,201.0,3,4,4,24000.0
178,"Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",Tân Bình,4,Đường Cộng Hòa,132,266,381,120.0,1,3,4,12500.0
179,"Đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,11,Đường Quang Trung,101,132,299,55.0,4,4,4,5950.0
180,"Đường An Dương Vương, Phường 3, Quận 5, Hồ Chí Minh",Quận 5,3,Đường An Dương Vương,174,508,660,132.0,3,4,4,40000.0
181,"Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường Cộng Hòa,129,211,332,240.0,3,4,4,75000.0
182,"Đường Lê Lợi, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",Quận 9,Hiệp Phú,Đường Lê Lợi,39,183,300,139.0,3,4,4,28000.0
183,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",Quận 3,12,Đường Lê Văn Sỹ,182,229,930,30.0,3,2,3,5400.0
184,"Đường Dân Trí, Phường 6, Tân Bình, Hồ Chí Minh",Tân Bình,6,Đường Dân Trí,100,136,367,128.0,5,6,6,17000.0
185,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",Gò Vấp,8,Đường Quang Trung,92,118,194,37.0,2,2,2,3750.0
186,"Dự án Hưng Thái 1 & 2, Phường Tân Phong, Quận 7, Hồ Chí Minh",Quận 7,Tân Phong,Dự án Hưng Thái 1 & 2,56,235,510,126.0,3,4,4,24000.0
187,"Hẻm 413, Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông A,"Hẻm 413, Đường Lê Văn Quới",70,90,202,68.0,3,4,4,5900.0
188,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh.",Tân Phú,Tân Quý,Đường Gò Dầu,80,105,277,84.0,2,3,3,6100.0
189,"Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Bạch Mã,152,202,404,100.0,2,4,4,20500.0
190,"Đường Số 25, Phường 11, Quận 6, Hồ Chí Minh",Quận 6,11,Đường Số 25,181,219,272,105.5,4,5,6,13800.0
191,"Đường Số 7, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,Đường Số 7,70,232,574,100.0,3,4,4,17500.0
192,"Dự án Sol Villas, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",Quận 2,Cát Lái,"Dự án Sol Villas, Đường Nguyễn Thị Định",73,98,217,132.0,3,4,4,11800.0
193,"Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường Hiệp Bình,80,116,214,41.0,2,2,2,4400.0
194,"Đường 6, Phường Bình An, Quận 2, Hồ Chí Minh",Quận 2,Bình An,Đường 6,140,225,491,75.85,2,2,2,11000.0
195,"Dự án Ehome S, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,Dự án Ehome S,41,147,214,75.0,3,2,2,2600.0
196,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,"Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13",69,106,371,161.0,3,4,4,32800.0
197,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Phạm Ngũ Lão,Đường Bùi Viện,181,710,1300,103.1,2,3,3,62000.0
198,"Đường Bùi Văn Ba, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Tân Thuận Tây,Đường Bùi Văn Ba,82,113,370,78.2,4,4,3,6900.0
199,"Đường Kinh Dương Vương, Phường 1, Quận 6, Hồ Chí Minh",Quận 6,1,Đường Kinh Dương Vương,181,219,272,200.0,3,4,4,17000.0
200,"Đường Lý Chính Thắng, Phường 9, Quận 3, Hồ Chí Minh",Quận 3,9,Đường Lý Chính Thắng,160,224,594,90.0,5,8,9,32500.0
201,"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,5,Đường Thích Quảng Đức,126,156,412,49.0,5,4,4,11000.0
202,"Đường Đinh Tiên Hoàng, Phường 3, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,3,Đường Đinh Tiên Hoàng,106,141,404,60.0,3,4,4,6100.0
203,"Dự án CityLand Riverside, Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,"Dự án CityLand Riverside, Đường Nguyễn Thị Thập",68,236,479,240.0,4,4,4,45000.0
204,"Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,0,54,236,630,503.0,4,5,6,105000.0
205,"Dự án Hưng Phước, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",Quận 7,Tân Phong,"Dự án Hưng Phước, Đường Nguyễn Văn Linh",56,235,510,111.0,5,4,4,21500.0
206,"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",Quận 7,Tân Quy,Đường Lâm Văn Bền,106,183,285,106.0,3,5,4,23800.0
207,"Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Liên Khu 5-6,67,86,179,52.0,3,4,4,4600.0
208,"Dự án Mỹ Cảnh, Đường Hà Huy Tập, Phường Tân Phong, Quận 7, Hồ Chí Minh",Quận 7,Tân Phong,"Dự án Mỹ Cảnh, Đường Hà Huy Tập",56,235,510,160.0,1,1,2,16000.0
209,"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",Quận 7,Tân Quy,Đường Lâm Văn Bền,106,183,285,147.0,1,1,1,24000.0
210,"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,"Dự án Dragon Village, Đường 990",41,147,214,90.0,3,4,4,5000.0
211,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",Quận 12,Trung Mỹ Tây,Đường Tô Ký,51,68,156,245.0,1,16,16,12500.0
212,"Đường Thới Tây 2, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",Hóc Môn,Tân Hiệp,Đường Thới Tây 2,27,41,97,25.0,3,4,4,500.0
213,"Đường 79, Phường Tân Quy, Quận 7, Hồ Chí Minh",Quận 7,Tân Quy,Đường 79,106,183,285,144.0,5,5,6,20000.0
214,"Đường G8, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường G8,67,86,179,60.0,3,4,4,6500.0
215,"Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Bạch Đằng,138,281,444,65.0,4,4,4,14900.0
216,"Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,Đường Lê Văn Thọ,92,116,345,15.0,2,2,2,2650.0
217,"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,25,Đường Ung Văn Khiêm,97,141,284,165.0,3,4,4,37500.0
218,"Đường Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Quận 7,Tân Thuận Tây,Đường Lâm Văn Bền,82,113,370,64.0,3,4,3,7500.0
219,"Hẻm 257, Đường Nguyễn Bình, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phú Xuân,"Hẻm 257, Đường Nguyễn Bình",44,102,158,76.0,2,2,2,3900.0
220,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thọ Hòa,Đường Nguyễn Sơn,82,107,262,43.0,3,4,4,4800.0
221,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",Quận 7,Tân Kiểng,Đường Lâm Văn Bền,88,122,332,15.0,3,4,4,1600.0
222,"230, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",Quận 9,Trường Thạnh,"230, Đường Lò Lu",52,69,109,52.0,2,4,4,4800.0
223,"Dự án Mỹ Phú 1, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,Dự án Mỹ Phú 1,68,236,479,256.0,3,4,3,80000.0
224,"Dự án Phú Gia, Đường Hà Huy Tập, Phường Tân Phong, Quận 7, Hồ Chí Minh",Quận 7,Tân Phong,"Dự án Phú Gia, Đường Hà Huy Tập",56,235,510,317.0,2,5,5,86000.0
225,"Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Quận 9,Tăng Nhơn Phú A,Đường Làng Tăng Phú,66,84,209,85.0,3,4,5,9800.0
226,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Tây Thạnh,Đường Lê Trọng Tấn,84,139,205,2322.0,4,5,6,250000.0
227,"149/, Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Thới Hòa,"149/, Đường Lũy Bán Bích",81,103,174,64.0,3,4,5,8200.0
228,"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Phú Mỹ,"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng",39,133,227,126.0,3,4,2,6000.0
229,"Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc,Đường An Dương Vương,74,97,219,52.0,5,5,4,5600.0
230,"Dự án Nine South Estates, Đường Nguyễn Hữu Thọ, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Nhà Bè,"Dự án Nine South Estates, Đường Nguyễn Hữu Thọ",70,93,219,119.0,3,4,4,15000.0
231,"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",Quận 12,Tân Chánh Hiệp,Đường Huỳnh Thị Hai,52,72,134,114.0,2,3,3,4900.0
232,"Dự án Mỹ Thái 1, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,Dự án Mỹ Thái 1,68,236,479,126.0,3,4,3,26000.0
233,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Nguyễn Bỉnh Khiêm,218,453,1060,212.5,3,4,4,80000.0
234,"740, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,"740, Đường Quốc Lộ 13",69,106,371,100.0,3,2,1,6200.0
235,"57/8/8, Đường Tân Hóa, Phường 14, Quận 6, Hồ Chí Minh",Quận 6,14,"57/8/8, Đường Tân Hóa",181,219,272,121.3,1,4,4,11160.0
236,"Đường Cư Xá Tự Do, Phường 7, Tân Bình, Hồ Chí Minh",Tân Bình,7,Đường Cư Xá Tự Do,122,162,325,120.0,4,4,5,22500.0
237,"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Ni Sư Huỳnh Liên,97,130,295,30.0,3,3,4,3500.0
238,"Phố Hai Bà Trưng, Phường 6, Quận 3, Hồ Chí Minh",Quận 3,6,Phố Hai Bà Trưng,205,640,1032,222.0,10,5,6,158000.0
239,"Dự án KDC Phú Mỹ, Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Phú Mỹ,"Dự án KDC Phú Mỹ, Đường Hoàng Quốc Việt",39,133,227,90.0,3,4,5,17500.0
240,"Đường Trường Sơn, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Trường Sơn,138,281,444,282.0,3,4,4,95000.0
241,"Đường Hồng Hạc, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Hồng Hạc,97,130,295,54.0,5,3,4,8000.0
242,"Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",Gò Vấp,3,Đường Nguyễn Văn Công,92,122,231,35.0,4,3,3,4000.0
243,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,14,Đường 3/2,152,202,404,88.3,5,4,4,36000.0
244,"Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,8,Đường Nguyễn Văn Trỗi,161,202,513,358.0,7,5,6,166000.0
245,"Đường Lê Thị Hồng, Phường 17, Gò Vấp, Hồ Chí Minh",Gò Vấp,17,Đường Lê Thị Hồng,101,132,299,130.0,3,4,4,11900.0
246,"Dự án Thăng Long Home Hưng Phú, Đường Tô Ngọc Vân, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",Thủ Đức,Tam Phú,"Dự án Thăng Long Home Hưng Phú, Đường Tô Ngọc Vân",33,85,183,184.0,3,4,5,20000.0
247,"Đường Số 3, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Số 3,67,86,179,60.0,4,4,4,9300.0
248,"Hẻm 81/105, Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,17,"Hẻm 81/105, Đường Nguyễn Cửu Vân",102,139,421,115.0,3,6,4,10200.0
249,"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Tân Phú,Hiệp Tân,Đường Tô Hiệu,95,117,206,61.0,3,4,5,7500.0
250,"Dự án Dream Home Residence, Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",Gò Vấp,13,"Dự án Dream Home Residence, Đường Lê Đức Thọ",101,132,299,162.0,1,2,1,6300.0
251,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",Quận 12,Đông Hưng Thuận,Đường Nguyễn Văn Quá,52,70,180,288.0,3,4,4,26000.0
252,"Đường Lê Đại Hành, Phường 11, Quận 11, Hồ Chí Minh.",Quận 11,11,Đường Lê Đại Hành,108,130,289,123.0,1,3,3,28000.0
253,"Đường Bàu Cát, Phường 11, Tân Bình, Hồ Chí Minh",Tân Bình,11,Đường Bàu Cát,115,227,295,263.97,4,4,4,66000.0
254,"152, Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,"152, Đường Thành Thái",152,202,404,85.0,3,4,4,16500.0
255,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,Đường Quốc Lộ 13,69,106,371,253.0,3,4,4,24500.0
256,"Đường Cư Xá Phú Lâm D, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,10,Đường Cư Xá Phú Lâm D,181,219,272,146.0,4,4,4,17500.0
257,"Đường Số 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Tây,Đường Số 9,63,89,264,290.0,3,4,4,13000.0
258,"Đường Thành Công, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Sơn Nhì,Đường Thành Công,43,122,264,140.0,3,5,5,24500.0
259,"Đường Trần Bình Trọng, Phường 4, Quận 5, Hồ Chí Minh",Quận 5,4,Đường Trần Bình Trọng,152,185,632,72.0,4,4,4,11000.0
260,"Đường Lũy Bán Bích, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Thành,Đường Lũy Bán Bích,64,165,241,64.0,2,2,1,5500.0
261,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Gò Dầu,80,105,277,56.0,2,2,2,4000.0
262,"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa,Đường Hương Lộ 3,67,86,179,485.0,1,1,1,25500.0
263,"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,Đường Lê Văn Lương,41,126,261,198.0,3,4,4,16500.0
264,"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Tân Phú,Hiệp Tân,Đường Tô Hiệu,95,117,206,840.0,2,5,6,100000.0
265,"Đường Phạm Hùng, Phường 10, Quận 8, Hồ Chí Minh",Quận 8,10,Đường Phạm Hùng,102,132,650,113.6,3,2,2,17000.0
266,"Dự án Cityland Z751, Đường Nguyễn Oanh, Phường 7, Gò Vấp, Hồ Chí Minh",Gò Vấp,7,"Dự án Cityland Z751, Đường Nguyễn Oanh",89,119,289,90.0,5,5,5,15800.0
267,"Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",Quận 9,Tăng Nhơn Phú B,0,57,81,298,75.0,3,4,4,4800.0
268,"Phố Nguyễn Thiện Thuật, Phường 24, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,24,Phố Nguyễn Thiện Thuật,97,141,284,35.0,3,2,3,3500.0
269,"Đường Số 15, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Quận 2,Bình Trưng Tây,Đường Số 15,86,125,357,101.0,3,4,4,6800.0
270,"Phường 2, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,2,0,135,344,586,160.0,3,4,4,28000.0
271,"Đường T15, Phường An Phú Đông, Quận 12, Hồ Chí Minh",Quận 12,An Phú Đông,Đường T15,59,78,125,52.0,3,4,4,3850.0
272,"Đường Quốc Hương, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,Đường Quốc Hương,54,236,630,120.0,3,2,3,16500.0
273,"Đường Số 16, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,Đường Số 16,80,116,214,33.0,2,2,2,3800.0
274,"Đường Lê Văn Khương, Xã Đông Thạnh, Hóc Môn, Hồ Chí Minh",Hóc Môn,Đông Thạnh,Đường Lê Văn Khương,31,41,146,175.0,3,4,4,10800.0
275,"Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,Đường Bùi Thị Xuân,230,833,1792,136.0,4,5,6,125000.0
276,"Số 20 đường 783A, Phường 4, Quận 8, Hồ Chí Minh",Quận 8,4,Số 20 đường 783A,95,124,238,160.0,3,4,4,17500.0
277,"Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Võ Thị Sáu,Đường Võ Thị Sáu,180,541,970,92.0,3,4,4,27000.0
278,"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,6,Đường Hoàng Hoa Thám,125,158,419,106.0,3,4,4,39500.0
279,"Đường Huỳnh Minh Mương, Xã Tân Thạnh Đông, Củ Chi, Hồ Chí Minh",Củ Chi,Tân Thạnh Đông,Đường Huỳnh Minh Mương,18,27,44,130.0,3,2,1,6500.0
280,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",Quận 1,Nguyễn Cư Trinh,Đường Nguyễn Cư Trinh,179,466,873,272.0,4,4,4,58000.0
281,"Hẻm 1368, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,"Hẻm 1368, Đường Lê Văn Lương",41,126,261,80.1,3,4,4,7500.0
282,"Đường Võ Duy Ninh, Phường 22, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,22,Đường Võ Duy Ninh,97,141,284,25.0,3,4,4,2250.0
283,"Đường Nơ Trang Long, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,7,Đường Nơ Trang Long,104,151,329,110.0,3,4,4,10000.0
284,"Đường Lê Hồng Phong, Phường 2, Quận 10, Hồ Chí Minh",Quận 10,2,Đường Lê Hồng Phong,201,283,454,15.0,3,4,4,2450.0
